qid,dataset,cluster_id,difficulty,question,answer,reasoning_chain,supporting_chunk_ids,topic_label,topic_keywords,generated_at,model_used,generation_ok,error
hotpotqa_clu0046_hard_2,hotpotqa,46,hard,What states are associated with the headquarters of companies where Warren Bryant and the founder of the company that later became Target Corporation were based?,California and Minnesota,"Passage 67686db35a1bc2829361 mentions that Warren Bryant was the CEO of Longs Drugs Store Corporation out of California. Passage ae257fbf65cf8069c60a states that the company that later became Target Corporation was headquartered in Minneapolis, Minnesota. By connecting the information about the locations of these companies across two passages, we can determine the states associated with their headquarters.",67686db35a1bc2829361|ae257fbf65cf8069c60a,50_warren_retail_store_company,warren|retail|store|company|corporation|prior,2026-05-01T07:21:14,llama-3.3-70b-versatile,True,
hotpotqa_clu0047_easy_0,hotpotqa,47,easy,How old is the female main protagonist of The Hunger Games?,16,"The answer can be found in passage 1313147e9f85ffc8fa4d, which states that The Hunger Games is written in the voice of 16-year-old Katniss Everdeen.",1313147e9f85ffc8fa4d,15_fear_novel_games_glass,fear|novel|games|glass|fantasy|sarah,2026-05-01T07:21:29,llama-3.3-70b-versatile,True,
hotpotqa_clu0047_medium_1,hotpotqa,47,medium,In which year was the novel that continues the story of Katniss Everdeen and the post-apocalyptic nation of Panem published?,2009,"To answer this question, we need to read Passage 3a15bf5598d9a70d6eb7, which mentions that Catching Fire is a 2009 science fiction young adult novel and continues the story of Katniss Everdeen. We also need to connect this information with Passage 1313147e9f85ffc8fa4d, which mentions Katniss Everdeen as the main protagonist, thus establishing the relevance of the publication year of Catching Fire to Katniss Everdeen's story.",3a15bf5598d9a70d6eb7|1313147e9f85ffc8fa4d,15_fear_novel_games_glass,fear|novel|games|glass|fantasy|sarah,2026-05-01T07:21:29,llama-3.3-70b-versatile,True,
hotpotqa_clu0047_hard_2,hotpotqa,47,hard,What is the age range of the tributes selected for the Hunger Games and in which year was the first Hunger Games novel published?,"12-18 years old, and the first Hunger Games novel was published in 2008","To answer this question, we need to read passages [Passage c8694e4634b93fdf4492] and [Passage 1313147e9f85ffc8fa4d]. Passage [Passage c8694e4634b93fdf4492] states that the tributes are 'one boy and one girl aged 12–18 from each of the twelve districts', and Passage [Passage 1313147e9f85ffc8fa4d] mentions that 'The Hunger Games is a 2008 dystopian novel'. Additionally, Passage [Passage 3a15bf5598d9a70d6eb7] provides further context about the series, stating that 'Catching Fire is a 2009 science fiction young adult novel' and is 'the sequel to the 2008 bestseller The Hunger Games', which supports the information about the publication year.",c8694e4634b93fdf4492|1313147e9f85ffc8fa4d|3a15bf5598d9a70d6eb7,15_fear_novel_games_glass,fear|novel|games|glass|fantasy|sarah,2026-05-01T07:21:29,llama-3.3-70b-versatile,True,
hotpotqa_clu0048_easy_0,hotpotqa,48,easy,When was the video game F.E.A.R. released for Microsoft Windows?,"October 17, 2005","The answer can be found in Passage ba26485e6044dd920051, which states that F.E.A.R. was released on October 17, 2005, for Microsoft Windows.",ba26485e6044dd920051,15_fear_novel_games_glass,fear|novel|games|glass|fantasy|sarah,2026-05-01T07:21:46,llama-3.3-70b-versatile,True,
hotpotqa_clu0048_medium_1,hotpotqa,48,medium,"What is the release year of the game developed by Monolith Productions that introduced Alma Wade, and who is the author of the young adult high fantasy novel series 'Throne of Glass'?","2005, Sarah J. Maas","To answer this question, we need to read Passage 0ba47e58e937a1297bf1 to find the release year of the game 'F.E.A.R.' that introduced Alma Wade, which is 2005. Then, we need to read Passage 91c2a8b108e8b8857ebe to find the author of the 'Throne of Glass' series, which is Sarah J. Maas. Passage 0ba47e58e937a1297bf1 provides the information about the game, while Passage 91c2a8b108e8b8857ebe provides the information about the author.",0ba47e58e937a1297bf1|91c2a8b108e8b8857ebe,15_fear_novel_games_glass,fear|novel|games|glass|fantasy|sarah,2026-05-01T07:21:46,llama-3.3-70b-versatile,True,
hotpotqa_clu0048_hard_2,hotpotqa,48,hard,What is the time gap between the release of the first F.E.A.R. game and the publication of Sarah J. Maas' debut novel Throne of Glass?,approximately 7 years,"To answer this question, we need to find the release date of the first F.E.A.R. game and the publication date of Sarah J. Maas' debut novel Throne of Glass. Passage 0ba47e58e937a1297bf1 states that the first F.E.A.R. game was introduced in 2005. Passage 643ff3aae37b68043f94 states that Sarah J. Maas' debut novel Throne of Glass was published in 2012. By calculating the time difference between these two dates, we can find the answer. Passage ba26485e6044dd920051 provides additional information about the F.E.A.R. series but is not necessary for this question.",0ba47e58e937a1297bf1|643ff3aae37b68043f94,15_fear_novel_games_glass,fear|novel|games|glass|fantasy|sarah,2026-05-01T07:21:46,llama-3.3-70b-versatile,True,
hotpotqa_clu0049_easy_0,hotpotqa,49,easy,When was Chang Ucchin born?,26 November 1917,"The answer can be found in passage 48b151923f13983b0f91, which states that Chang Ucchin was born on 26 November 1917.",48b151923f13983b0f91,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:02,llama-3.3-70b-versatile,True,
hotpotqa_clu0049_medium_1,hotpotqa,49,medium,What event marked the end of the period during which Chang Ucchin was born and raised in Korea under Japanese rule?,The conclusion of World War II in 1945,"To answer this question, we first need to identify when Chang Ucchin was born, which is found in Passage 48b151923f13983b0f91 as 1917. Then, we need to find out what period this birth year falls into in terms of Korean history under Japanese rule. Passage 36ce933314cc3692a071 tells us that Korea under Japanese rule began in 1910 and ended in 1945 with the conclusion of World War II. Thus, by connecting the birth year of Chang Ucchin with the historical period of Japanese rule in Korea, we find that the event marking the end of the period during which he was born and raised is the conclusion of World War II in 1945.",48b151923f13983b0f91|36ce933314cc3692a071,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:02,llama-3.3-70b-versatile,True,
hotpotqa_clu0049_hard_2,hotpotqa,49,hard,What event marked the end of the time period during which Chang Ucchin was born and under which Korea was ruled by Japan?,The conclusion of World War II in 1945,"To answer this question, we need to first find out when Chang Ucchin was born, which is stated in Passage 48b151923f13983b0f91 as 26 November 1917. Then, we need to find out the time period during which Korea was under Japanese rule, which is stated in Passage 36ce933314cc3692a071 as beginning in 1910 and ending in 1945. Since Chang Ucchin was born in 1917, he was indeed born during this time period. Finally, we can conclude that the event that marked the end of this time period is the conclusion of World War II in 1945, as stated in Passage 36ce933314cc3692a071.",48b151923f13983b0f91|36ce933314cc3692a071,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:02,llama-3.3-70b-versatile,True,
hotpotqa_clu0050_easy_0,hotpotqa,50,easy,What was the birth date of Bruce Lee?,"November 27, 1940","The answer can be found in passage afd8095d6dd0c88ff1c0, which states that Bruce Lee was born on November 27, 1940.",afd8095d6dd0c88ff1c0,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:21,llama-3.3-70b-versatile,True,
hotpotqa_clu0050_medium_1,hotpotqa,50,medium,"Which South Korean actor, who starred in the 2016 movie Train to Busan, was born on February 21, 1985?",Kim Yool-ho,"To answer this question, we need to read passages a155968d193a155c04c1 and f568644deebfe6ca3c1f. Passage a155968d193a155c04c1 provides the birthdate of Kim Yool-ho, and passage f568644deebfe6ca3c1f mentions that Kim Yool-ho starred in the 2016 movie Train to Busan.",a155968d193a155c04c1|f568644deebfe6ca3c1f,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:21,llama-3.3-70b-versatile,True,
hotpotqa_clu0050_hard_2,hotpotqa,50,hard,"What is the name of the 2016 movie directed by Yeon Sang-ho that starred Kim Yool-ho, and in what year did the cartoon series Princess Fragrant, produced to improve relations between the Han Chinese and the Uighurs, begin airing?","Train to Busan, 2015","To answer this question, we need to read passages a155968d193a155c04c1 and f8f2b79c1e7f95106ac8. Passage a155968d193a155c04c1 mentions that Kim Yool-ho starred in the 2016 movie Train to Busan directed by Yeon Sang-ho. Then, passage f8f2b79c1e7f95106ac8 states that the cartoon series Princess Fragrant began airing in 2015. We also need to connect this information with passage f568644deebfe6ca3c1f which mentions the 2016 movie directed by Yeon Sang-ho. Therefore, the answer requires reading and synthesizing information across multiple passages.",a155968d193a155c04c1|f8f2b79c1e7f95106ac8|f568644deebfe6ca3c1f,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:21,llama-3.3-70b-versatile,True,
hotpotqa_clu0051_easy_0,hotpotqa,51,easy,What are the birth dates of Yeon Woo-jin and IU?,"Yeon Woo-jin was born on July 5, 1984, and IU was born on May 16, 1993","To answer this question, we need to look at Passage 0facdae89846740f986d for Yeon Woo-jin's birth date and Passage efb7b83d6577bd3d086d for IU's birth date.",0facdae89846740f986d|efb7b83d6577bd3d086d,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:40,llama-3.3-70b-versatile,True,
hotpotqa_clu0051_medium_1,hotpotqa,51,medium,"What is the birthdate of the South Korean actor who starred in When a Man Falls in Love and also starred in Marriage, Not Dating?","July 5, 1984","To answer this question, we need to first identify the South Korean actor who starred in When a Man Falls in Love from Passage 68fd54d3ff670330ca9d, which mentions Yeon Woo-jin as one of the stars. Then, we connect this information to Passage 0facdae89846740f986d, which provides the birthdate of Yeon Woo-jin as July 5, 1984, and also mentions his role in Marriage, Not Dating.",68fd54d3ff670330ca9d|0facdae89846740f986d,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:40,llama-3.3-70b-versatile,True,
hotpotqa_clu0051_hard_2,hotpotqa,51,hard,"What is the age difference between Yeon Woo-jin, a South Korean actor who starred in 'When a Man Falls in Love', and IU, a South Korean singer and actress who began her music career at the age of 15 and starred in 'The Producers'?",9 years,"To find the age difference, we need to know the birth years of both Yeon Woo-jin and IU. Passage 0facdae89846740f986d states Yeon Woo-jin was born on July 5, 1984. Passage efb7b83d6577bd3d086d mentions IU was born on May 16, 1993. We calculate the age difference by subtracting the birth year of IU from Yeon Woo-jin's birth year, which gives us 1984 - 1993 = -9 years. Since we are looking for the age difference and not the order, we consider the absolute value, which is 9 years.",0facdae89846740f986d|efb7b83d6577bd3d086d,2_korean_south korean_han_south,korean|south korean|han|south|lee|hornet,2026-05-01T07:22:40,llama-3.3-70b-versatile,True,
hotpotqa_clu0052_easy_0,hotpotqa,52,easy,What is the name of the film where Robert Sheehan starred alongside Lily Cole?,The Messenger,"The answer can be found in passage 57e469f2c9d274236656, which states that Robert Sheehan starred alongside Lily Cole in the 2015 British supernatural mystery horror film 'The Messenger'.",57e469f2c9d274236656,14_film_actor_max_written directed,film|actor|max|written directed|sheehan|robert,2026-05-04T09:39:55,llama-3.3-70b-versatile,True,
hotpotqa_clu0052_medium_1,hotpotqa,52,medium,"What film, released in 2015, starred Robert Sheehan, an actor known for his roles in 'Misfits' and 'Love/Hate'?",The Messenger,"To answer this question, we need to connect the information about Robert Sheehan from Passage 57e469f2c9d274236656, which mentions his roles in 'Misfits' and 'Love/Hate', to the information in the same passage, which states that he starred in the 2015 film 'The Messenger'.",57e469f2c9d274236656,14_film_actor_max_written directed,film|actor|max|written directed|sheehan|robert,2026-05-04T09:39:55,llama-3.3-70b-versatile,True,
hotpotqa_clu0052_hard_2,hotpotqa,52,hard,"What are the names of the actors who starred in films released in 2015 and 1983, and also had roles in television series?",Robert Sheehan and Max Gail,"To answer this question, we need to read passages 57e469f2c9d274236656 and de005d271192c811c601. Passage 57e469f2c9d274236656 mentions that Robert Sheehan starred in the 2015 film 'The Messenger'. Passage de005d271192c811c601 mentions that Max Gail starred in the 1983 film 'D.C. Cab'. Additionally, passage 57e469f2c9d274236656 mentions Robert Sheehan's television roles, and passage de005d271192c811c601 implies Max Gail has had television roles, although it does not specify which ones. However, to confirm Max Gail's television roles, we also need to consider external knowledge or other passages not provided, but since the question asks for actors who starred in films and had television roles, and passage 9f97899251e401d4a4b1 mentions several actors with huge careers including television, such as Simon Helberg, we can use passage 9f97899251e401d4a4b1 as additional support for the fact that actors can have both film and television roles.",57e469f2c9d274236656|de005d271192c811c601|9f97899251e401d4a4b1,14_film_actor_max_written directed,film|actor|max|written directed|sheehan|robert,2026-05-04T09:39:55,llama-3.3-70b-versatile,True,
hotpotqa_clu0053_easy_0,hotpotqa,53,easy,"What is the name of the BBC series that premiered in the United Kingdom on 10 November 2016, starring Jim Sturgess and Robert Glenister?",Close to the Enemy,"The answer can be found in Passage 6272381357f01e840aa1, which mentions the premiere date and the cast of the series, including Jim Sturgess and Robert Glenister. This passage explicitly states that the series is 'Close to the Enemy'.",6272381357f01e840aa1,14_film_actor_max_written directed,film|actor|max|written directed|sheehan|robert,2026-05-04T09:39:59,llama-3.3-70b-versatile,True,
hotpotqa_clu0053_medium_1,hotpotqa,53,medium,What character does Mel Gibson play in the 2002 film where Ted Sutton plays Sergeant Cunningham?,Graham Hess,"To answer this question, we need to read Passage 11d34a227970789c7a8a to know that Ted Sutton plays Sergeant Cunningham in a 2002 film starring Mel Gibson. Then, we need to read Passage 546bed96ac3d7af8d87b to find out that Mel Gibson plays Graham Hess in the 2002 film 'Signs', which is the same film where Ted Sutton plays Sergeant Cunningham.",11d34a227970789c7a8a|546bed96ac3d7af8d87b,14_film_actor_max_written directed,film|actor|max|written directed|sheehan|robert,2026-05-04T09:39:59,llama-3.3-70b-versatile,True,
hotpotqa_clu0053_hard_2,hotpotqa,53,hard,"What is the name of the director of the 2016 BBC miniseries that starred Robert Glenister, and what is the name of the 2002 film directed by the same person who wrote and directed the film starring Mel Gibson as Graham Hess?","The director of the 2016 BBC miniseries is Stephen Poliakoff, and the 2002 film is Signs, directed by M. Night Shyamalan","To answer this question, we need to read Passage 6272381357f01e840aa1 to find the director of the 2016 BBC miniseries Close to the Enemy, which is Stephen Poliakoff. Then, we need to read Passage 546bed96ac3d7af8d87b to find the 2002 film starring Mel Gibson as Graham Hess, which is Signs. Finally, we need to read Passage f19aa8510d4fae6cc4cb to confirm that Signs was directed by M. Night Shyamalan, not Stephen Poliakoff. This requires synthesizing information across three passages.",6272381357f01e840aa1|546bed96ac3d7af8d87b|f19aa8510d4fae6cc4cb,14_film_actor_max_written directed,film|actor|max|written directed|sheehan|robert,2026-05-04T09:39:59,llama-3.3-70b-versatile,True,
hotpotqa_clu0054_easy_0,hotpotqa,54,easy,What is Pavel Urysohn best known for in the field of mathematics?,"His contributions in dimension theory, and for developing Urysohn's Metrization Theorem and Urysohn's Lemma.","The answer can be directly found in Passage 0e44c3f767413086db16, which states that Pavel Urysohn is best known for his contributions in dimension theory, and for developing Urysohn's Metrization Theorem and Urysohn's Lemma.",0e44c3f767413086db16,33_profession_russian_common_father,profession|russian|common|father|space|does,2026-05-04T09:40:03,llama-3.3-70b-versatile,True,
hotpotqa_clu0054_medium_1,hotpotqa,54,medium,What fields of study are Pavel Urysohn and Leonid Levin known for?,"Pavel Urysohn is known for mathematics, specifically dimension theory and topology, while Leonid Levin is known for computer science.","Passage 0e44c3f767413086db16 mentions Pavel Urysohn's work in dimension theory and topology. Passage 062088bf03ce9ae49a70 mentions Leonid Levin as a computer scientist. By connecting these two passages, we can determine the fields of study each is known for.",0e44c3f767413086db16|062088bf03ce9ae49a70,33_profession_russian_common_father,profession|russian|common|father|space|does,2026-05-04T09:40:03,llama-3.3-70b-versatile,True,
hotpotqa_clu0054_hard_2,hotpotqa,54,hard,"What is the connection between Pavel Urysohn's work and Leonid Levin's field of study, considering their contributions to mathematics and computer science?","Pavel Urysohn's work in dimension theory and topology laid foundational results, while Leonid Levin, a computer scientist, worked in a different field, indicating a connection between mathematical foundations and computer science.","Passage 0e44c3f767413086db16 introduces Pavel Urysohn's contributions to dimension theory and topology. Passage 062088bf03ce9ae49a70 mentions Urysohn's collaboration with Pavel Alexandrov and also introduces Leonid Levin as a computer scientist. Since Urysohn's work is in mathematics, particularly in areas like topology, and Levin is in computer science, we can infer that while their specific areas of expertise differ, mathematical theories like those developed by Urysohn can provide foundational knowledge relevant to various fields, including computer science, as studied by Levin. This connection requires understanding the distinct contributions of both figures and recognizing how mathematical theories can underpin different scientific disciplines.",0e44c3f767413086db16|062088bf03ce9ae49a70,33_profession_russian_common_father,profession|russian|common|father|space|does,2026-05-04T09:40:03,llama-3.3-70b-versatile,True,
hotpotqa_clu0055_easy_0,hotpotqa,55,easy,In which city are 750 7th Avenue and 101 Park Avenue located?,New York City,"Passage 129bf81aa1a4de59e306 explicitly states that 750 Seventh Avenue is a skyscraper in New York City, and Passage de2cd4fd387f16043916 also mentions that 101 Park Avenue is a skyscraper in New York City.",129bf81aa1a4de59e306|de2cd4fd387f16043916,16_york_new york_building_new,york|new york|building|new|avenue|york city,2026-05-04T09:40:08,llama-3.3-70b-versatile,True,
hotpotqa_clu0055_medium_1,hotpotqa,55,medium,"In which New York county is Carle Place High School located, where Guwe Secondary School has a sister school, and is this county home to any of the skyscrapers mentioned at 750 7th Avenue or 101 Park Avenue?","Nassau County, and no, the skyscrapers are in New York City, which is located in multiple counties but the specific ones mentioned are not in Nassau County","First, we find that Guwe Secondary School has a sister school in Carle Place, New York, according to Passage 50ee43e2f67612ab966d. Then, we determine that Carle Place High School is located in Nassau County, New York, from the same passage. Next, to answer if this county is home to any of the skyscrapers mentioned, we look at Passages 129bf81aa1a4de59e306 and de2cd4fd387f16043916, which state that 750 7th Avenue and 101 Park Avenue are located in New York City. Since New York City spans across multiple counties but the specific skyscrapers' locations are not mentioned to be in Nassau County, we conclude they are not in the same county as Carle Place High School.",50ee43e2f67612ab966d|129bf81aa1a4de59e306|de2cd4fd387f16043916,16_york_new york_building_new,york|new york|building|new|avenue|york city,2026-05-04T09:40:08,llama-3.3-70b-versatile,True,
hotpotqa_clu0055_hard_2,hotpotqa,55,hard,"What is the name of the county where Carle Place High School is located, and what is the population of the village of New Paltz, which is also located in the state of New York where 750 7th Avenue is situated?","Nassau County, and the population of New Paltz is 6,818","First, we find the location of Carle Place High School in Passage 50ee43e2f67612ab966d, which states it is located in Nassau County. Then, we find the population of New Paltz in Passage 932aa931ef0374541660. We also confirm that 750 7th Avenue is in New York City from Passage 129bf81aa1a4de59e306, which helps to establish the state connection.",50ee43e2f67612ab966d|932aa931ef0374541660|129bf81aa1a4de59e306,16_york_new york_building_new,york|new york|building|new|avenue|york city,2026-05-04T09:40:08,llama-3.3-70b-versatile,True,
hotpotqa_clu0056_easy_0,hotpotqa,56,easy,What is the size of the public park in the Manhattan West development?,1.5 acres,"The answer can be found in Passage de30c4bba4004ebb9a2b, which states that the Manhattan West development includes 'a 1.5 acre public park'.",de30c4bba4004ebb9a2b,16_york_new york_building_new,york|new york|building|new|avenue|york city,2026-05-04T09:40:25,llama-3.3-70b-versatile,True,
hotpotqa_clu0056_medium_1,hotpotqa,56,medium,"What is the current status of the Singer Building, which was once the tallest building in the world from 1908 to 1909?",It was torn down in 1968 and is now the site of One Liberty Plaza.,"To answer this question, we need to connect the information about the Singer Building's past status as the tallest building in the world (Passage 7351c2e627f6a0850f65) with its current status. Passage 4fea6dc370d73fbaa199 provides this information, stating that it was torn down in 1968. Therefore, we need to read and connect these two passages to answer the question.",7351c2e627f6a0850f65|4fea6dc370d73fbaa199,16_york_new york_building_new,york|new york|building|new|avenue|york city,2026-05-04T09:40:25,llama-3.3-70b-versatile,True,
hotpotqa_clu0056_hard_2,hotpotqa,56,hard,What is the relationship between the height of the Singer Building and the planned height of the taller west tower in the Manhattan West development?,"The Singer Building, at 47 stories, was the tallest building in the world from 1908 to 1909, while the taller west tower in Manhattan West will be one of the tallest buildings in New York City, with a height of 995 ft up to its roof.","To answer this question, we need to read Passage 7351c2e627f6a0850f65 to find the height of the Singer Building and its status as the tallest building in the world from 1908 to 1909. Then, we need to read the same passage to find the planned height of the taller west tower in Manhattan West. Additionally, we need to read Passage de30c4bba4004ebb9a2b to understand the context of the Manhattan West development. Passage 4fea6dc370d73fbaa199 provides further information about the Singer Building, but it is not necessary to answer the question. Passage 00d7329befa04cd8d8c5 is not relevant to the question.",de30c4bba4004ebb9a2b|7351c2e627f6a0850f65|4fea6dc370d73fbaa199,16_york_new york_building_new,york|new york|building|new|avenue|york city,2026-05-04T09:40:25,llama-3.3-70b-versatile,True,
hotpotqa_clu0057_easy_0,hotpotqa,57,easy,Which actress played the part of Kimberly Ann Hart in the Power Rangers franchise?,Amy Jo Johnson,"The answer can be found in Passage f2f61731ed4475618add, which states that Kimberly Ann Hart was played by actress Amy Jo Johnson during the first three seasons of the show.",f2f61731ed4475618add,52_power_franchise_action_entertainment,power|franchise|action|entertainment|entry|television series,2026-05-04T09:40:41,llama-3.3-70b-versatile,True,
hotpotqa_clu0057_medium_1,hotpotqa,57,medium,"Which actress played the part of Kimberly Ann Hart in the first 'Power Rangers' entry, 'Mighty Morphin Power Rangers', which debuted on August 28, 1993?",Amy Jo Johnson,"To answer this question, we need to connect the information about the 'Power Rangers' entry 'Mighty Morphin Power Rangers' from Passage 584f1423552025088a90, which mentions its debut date, to the information about the actress who played Kimberly Ann Hart from Passage f2f61731ed4475618add, which states that Amy Jo Johnson played the role during the first three seasons of the show.",f2f61731ed4475618add|584f1423552025088a90,52_power_franchise_action_entertainment,power|franchise|action|entertainment|entry|television series,2026-05-04T09:40:41,llama-3.3-70b-versatile,True,
hotpotqa_clu0057_hard_2,hotpotqa,57,hard,"What was the name of the first 'Power Rangers' entry that debuted on August 28, 1993, and which actress played the part of Kimberly Ann Hart in this series?","Mighty Morphin Power Rangers, played by Amy Jo Johnson","To answer this question, we need to connect information from multiple passages. Passage 584f1423552025088a90 tells us that the first 'Power Rangers' entry was 'Mighty Morphin Power Rangers' and it debuted on August 28, 1993. Then, passage f2f61731ed4475618add informs us that Kimberly Ann Hart was played by actress Amy Jo Johnson during the first three seasons of the show, which includes 'Mighty Morphin Power Rangers'. Finally, passage 268f72518efd93c27451 provides context about the character and the series but does not directly contribute to the answer. Passage 875d3435ce4b68027d8c provides additional context about Kimberly's role as the Pink Ranger.",584f1423552025088a90|f2f61731ed4475618add|268f72518efd93c27451|875d3435ce4b68027d8c,52_power_franchise_action_entertainment,power|franchise|action|entertainment|entry|television series,2026-05-04T09:40:41,llama-3.3-70b-versatile,True,
hotpotqa_clu0058_easy_0,hotpotqa,58,easy,What was the birth date of Nicholas Ray?,"August 7, 1911","The answer can be found in Passage 9fcb3f63b55885e1203d, which states Nicholas Ray was born on August 7, 1911.",9fcb3f63b55885e1203d,39_earth_shapiro_beowulf_nicholas,earth|shapiro|beowulf|nicholas|screenplay|film,2026-05-04T09:40:56,llama-3.3-70b-versatile,True,
hotpotqa_clu0058_medium_1,hotpotqa,58,medium,"Who directed the film Beowulf, for which Roger Avary wrote the screenplay?",Robert Zemeckis,"To answer this question, we need to connect the information about Roger Avary from Passage 887ec05158afecce1e62 and Passage 890955c176a32ddd1801 to the information about the film Beowulf in Passage 9c8109cf56b31d91fc89. Specifically, Passage 887ec05158afecce1e62 mentions that Roger Avary wrote the screenplay for Beowulf, and Passage 9c8109cf56b31d91fc89 states that Beowulf was directed by Robert Zemeckis.",887ec05158afecce1e62|9c8109cf56b31d91fc89,39_earth_shapiro_beowulf_nicholas,earth|shapiro|beowulf|nicholas|screenplay|film,2026-05-04T09:40:56,llama-3.3-70b-versatile,True,
hotpotqa_clu0058_hard_2,hotpotqa,58,hard,"What is the common thread among the film directors Nicholas Ray, Elia Kazan, Robert Zemeckis, and Roger Christian in terms of their notable works?","All of these directors have worked on notable films, with Nicholas Ray directing 'Rebel Without a Cause', Elia Kazan being a renowned director in Broadway and Hollywood, Robert Zemeckis directing 'Beowulf' and 'The Polar Express', and Roger Christian directing 'Battlefield Earth'.","Passage 9fcb3f63b55885e1203d introduces Nicholas Ray and Elia Kazan. Passage 9c8109cf56b31d91fc89 mentions Robert Zemeckis as the director of 'Beowulf'. Passage adb9a9f116f96f1fa0c6 mentions Roger Christian as the director of 'Battlefield Earth'. To find the common thread, we need to consider the notable works of these directors across multiple passages.",9fcb3f63b55885e1203d|9c8109cf56b31d91fc89|adb9a9f116f96f1fa0c6,39_earth_shapiro_beowulf_nicholas,earth|shapiro|beowulf|nicholas|screenplay|film,2026-05-04T09:40:56,llama-3.3-70b-versatile,True,
hotpotqa_clu0059_easy_0,hotpotqa,59,easy,"Where is Polaris Industries, the company that acquired Aixam-Mega, based?","Roseau, Minnesota, USA","The answer can be found in passage 948b9e6d9d8d0a093235, which states that Polaris Industries is based in Roseau, Minnesota, USA.",948b9e6d9d8d0a093235,26_company_polaris_acquired_headquartered,company|polaris|acquired|headquartered|services|based,2026-05-04T09:41:17,llama-3.3-70b-versatile,True,
hotpotqa_clu0059_medium_1,hotpotqa,59,medium,Where is the company that acquired Aixam-Mega based?,"Roseau, Minnesota, USA","To answer this question, we need to find the company that acquired Aixam-Mega and its location. Passage 948b9e6d9d8d0a093235 states that Aixam-Mega was acquired by Polaris Industries, an American manufacturer. The same passage also mentions that Polaris Industries is based in Roseau, Minnesota, USA. Therefore, the answer can be found by connecting the entity 'Polaris Industries' from Passage 948b9e6d9d8d0a093235 to the fact about its location in the same passage.",948b9e6d9d8d0a093235,26_company_polaris_acquired_headquartered,company|polaris|acquired|headquartered|services|based,2026-05-04T09:41:17,llama-3.3-70b-versatile,True,
hotpotqa_clu0059_hard_2,hotpotqa,59,hard,What is the location of the headquarters of the American company that acquired Aixam-Mega and the location of the headquarters of the British company whose majority of its business interests are in Asia?,"Roseau, Minnesota, USA and Bermuda","To answer this question, we need to read Passage 948b9e6d9d8d0a093235 to find the location of the headquarters of Polaris Industries, the American company that acquired Aixam-Mega, which is Roseau, Minnesota, USA. Then, we need to read Passage 90c22e712b7b5130c44f to find the location of the headquarters of Jardine Matheson Holdings Limited, the British company whose majority of its business interests are in Asia, which is Bermuda. We also need to read Passage 9696c3cd08a45c194918 to understand the relationship between Matheson & Company and Jardine Matheson, and Passage 948b9e6d9d8d0a093235 to understand the acquisition of Aixam-Mega by Polaris Industries.",948b9e6d9d8d0a093235|90c22e712b7b5130c44f|9696c3cd08a45c194918,26_company_polaris_acquired_headquartered,company|polaris|acquired|headquartered|services|based,2026-05-04T09:41:17,llama-3.3-70b-versatile,True,
hotpotqa_clu0060_easy_0,hotpotqa,60,easy,In which year was the Royal Commission into Drug Trafficking initiated by the New South Wales Government?,1977,"The answer can be found in Passage 0cae3997fe1878f72ac9, which states that the Royal Commission into Drug Trafficking was initiated by the New South Wales Government in 1977.",0cae3997fe1878f72ac9,45_drug_drug trafficking_trafficking_commission,drug|drug trafficking|trafficking|commission|royal|new south,2026-05-04T09:41:34,llama-3.3-70b-versatile,True,
hotpotqa_clu0060_medium_1,hotpotqa,60,medium,"What was the focus of the Royal Commission into Drug Trafficking in New South Wales, Australia, and which criminal confederation is currently active in all of Australia?","The Royal Commission into Drug Trafficking focused on investigating drug trafficking, especially links between the New South Wales Police and Mafia, and the Honoured Society, a Calabrian 'Ndrangheta criminal confederation, is currently active in all of Australia.","To answer this question, we need to connect information from two passages. Passage 0cae3997fe1878f72ac9 mentions the Royal Commission into Drug Trafficking and its focus on investigating drug trafficking in New South Wales, Australia. Passage b225c7884e9f87331784 provides information about the Honoured Society, a Calabrian 'Ndrangheta criminal confederation, which is currently active in all of Australia. By combining these two pieces of information, we can determine the focus of the Royal Commission and the current activity of the Honoured Society.",0cae3997fe1878f72ac9|b225c7884e9f87331784,45_drug_drug trafficking_trafficking_commission,drug|drug trafficking|trafficking|commission|royal|new south,2026-05-04T09:41:34,llama-3.3-70b-versatile,True,
